#architect_id	architectJa	architectEn	architectJa_cleaned	architectEn_cleaned
317	象設計集団|アトリエ・モビル	Zo design group | atelier mobile	象設計集団|アトリエ・モビル	ZO DESIGN GROUP | ATELIER MOBILE
319	岸本建築設計事務所|近藤侊三建築研究室	Kishimoto architects | kondo shinzo architectural laboratory	岸本建築設計事務所|近藤侊三建築研究室	KISHIMOTO ARCHITECTS | KONDO SHINZO ARCHITECTURAL LABORATORY
320	神谷・荘司計画設計事務所	Kamiya & soji planning and design office	神谷・荘司計画設計事務所	KAMIYA & SOJI PLANNING AND DESIGN OFFICE
321	光吉健次・茂木謙悟＋綜合建築設計研究所	Kenji mitsuyoshi, kengo mogi + sogo kenchiku sekkei inc.	光吉健次・茂木謙悟＋綜合建築設計研究所	KENJI MITSUYOSHI, KENGO MOGI + SOGO KENCHIKU SEKKEI INC.
322	光吉健次・茂木謙悟＋綜合建築設計研究所	Kenji mitsuyoshi, kengo mogi + sohgoh architectural design laboratory	光吉健次・茂木謙悟＋綜合建築設計研究所	KENJI MITSUYOSHI, KENGO MOGI + SOHGOH ARCHITECTURAL DESIGN LABORATORY
326	六角鬼丈計画工房	KIJYO ROKKAKU,ARCHITECT & ASSOCIATES	六角鬼丈計画工房	KIJYO ROKKAKU,ARCHITECT & ASSOCIATES
327	武田光史	Mitsushi takeda	武田光史	MITSUSHI TAKEDA
328	浦田義久	Yoshihisa urata	浦田義久	YOSHIHISA URATA
329	アトリエ74	Atelier 74	アトリエ74	ATELIER 74
330	本江謙次|保坂高	Kenji motoe |takashi hosaka	本江謙次|保坂高	KENJI MOTOE |TAKASHI HOSAKA
331	辻隆司建築設計事務所	Takashi tsuji architects & engineers, inc.	辻隆司建築設計事務所	TAKASHI TSUJI ARCHITECTS & ENGINEERS, INC.
332	RE設計事務所	RE ARCHITECTURAL FIRM	RE設計事務所	RE ARCHITECTURAL FIRM
333	林寛治	HAYASHI KANJI， JIA	林寛治	HAYASHI KANJI, JIA
335	浅井建築設計事務所	Asai architectural design office	浅井建築設計事務所	ASAI ARCHITECTURAL DESIGN OFFICE
336	R．カイザー	R. kaiser.	R．カイザー	R. KAISER.
337	深谷俊則	Toshinori fukaya	深谷俊則	TOSHINORI FUKAYA
340	安藤忠雄建築研究所	TADAO ANDO ARCHITECT & ASSOCIATES	安藤忠雄建築研究所	TADAO ANDO ARCHITECT & ASSOCIATES
345	武者英二研究室	Eiji musha laboratory	武者英二研究室	EIJI MUSHA LABORATORY
347	柳建築設計事務所	Yanagi architects & engineers	柳建築設計事務所	YANAGI ARCHITECTS & ENGINEERS
348	奥村昭雄	Akio okumura	奥村昭雄	AKIO OKUMURA
355	都市環境・計画研究所	Urban environment and planning research institute	都市環境・計画研究所	URBAN ENVIRONMENT AND PLANNING RESEARCH INSTITUTE
356	六器建築設計事務所・浅野克彦	Katsuhiko asano, rokki architects & engineers, inc.	六器建築設計事務所・浅野克彦	KATSUHIKO ASANO, ROKKI ARCHITECTS & ENGINEERS, INC.
357	YAS都市研究所	Yas urban research institute	YAS都市研究所	YAS URBAN RESEARCH INSTITUTE
359	SDA：スペースデザインアソシエート	Sda: space design associate	SDA：スペースデザインアソシエート	SDA: SPACE DESIGN ASSOCIATE
362	鹿島建設建築設計本部建築設計部	Architectural design department, architectural design division, kajima corporation	鹿島建設建築設計本部建築設計部	ARCHITECTURAL DESIGN DEPARTMENT, ARCHITECTURAL DESIGN DIVISION, KAJIMA CORPORATION
363	杉山隆建築設計事務所	TAKASHI SUGIYAMA ARCHITECT & ASSOCIATES	杉山隆建築設計事務所	TAKASHI SUGIYAMA ARCHITECT & ASSOCIATES
365	由良滋	Yura shigeru	由良滋	YURA SHIGERU
367	竹中工務店東京支店	Takenaka corporation tokyo branch	竹中工務店東京支店	TAKENAKA CORPORATION TOKYO BRANCH
368	建築設計工房TEAM RAP	Architectural design studio team rap	建築設計工房TEAM RAP	ARCHITECTURAL DESIGN STUDIO TEAM RAP
369	藤木忠善	Tadayoshi fujiki	藤木忠善	TADAYOSHI FUJIKI
370	鈴木恂建築設計事務所	Suzuki yu architectural design office	鈴木恂建築設計事務所	SUZUKI YU ARCHITECTURAL DESIGN OFFICE
373	田中・西野設計事務所	Tanaka & nishino design office	田中・西野設計事務所	TANAKA & NISHINO DESIGN OFFICE
377	岡田・的場設計事務所＋岡田威海	Okada & matoba design office + takekai okada	岡田・的場設計事務所＋岡田威海	OKADA & MATOBA DESIGN OFFICE + TAKEKAI OKADA
379	古橋建築事務所	FURUHASHI ARCHITECT AND ASSOCIATES	古橋建築事務所	FURUHASHI ARCHITECT AND ASSOCIATES
380	日建設計・東京|竹中工務店	Nikken sekkei, tokyo | takenaka corporation	日建設計|竹中工務店	NIKKEN SEKKEI, TOKYO | TAKENAKA CORPORATION
389	田中謙次建築研究所	Kenji Tanaka Architectural Institute	田中謙次建築研究所	KENJI TANAKA ARCHITECTURAL INSTITUTE
392	観光企画設計社|R.C.ガイテ＆アソシエイツ	Kanko kikaku sekkeisha | r.c. gaithe & associates	観光企画設計社|R.C.ガイテ＆アソシエイツ	KANKO KIKAKU SEKKEISHA | R.C. GAITHE & ASSOCIATES
393	設計事務所ジェネラルドラフティング	Design firm general drafting	設計事務所ジェネラルドラフティング	DESIGN FIRM GENERAL DRAFTING
396	高口恭行＋近畿建築構造研究所	Yasuyuki takaguchi + kinki institute of building and structures	高口恭行＋近畿建築構造研究所	YASUYUKI TAKAGUCHI + KINKI INSTITUTE OF BUILDING AND STRUCTURES
398	武蔵野美術大学造形学部学科建築学科研究室|保坂陽一郎建築研究所	Musashino art university faculty of art and design department of architecture laboratory | hosaka yoichiro architectural institute	武蔵野美術大学造形学部学科建築学科研究室|保坂陽一郎建築研究所	MUSASHINO ART UNIVERSITY FACULTY OF ART AND DESIGN DEPARTMENT OF ARCHITECTURE LABORATORY | HOSAKA YOICHIRO ARCHITECTURAL INSTITUTE
399	レーモンド建築設計事務所	Raymond architects & engineers, inc.	レーモンド建築設計事務所	RAYMOND ARCHITECTS & ENGINEERS, INC.
401	小川信子＋アトリエ・モビル|湯本貞子・阿部祥子	Nobuko ogawa + atelier mobile | sadako yumoto, shoko abe	小川信子＋アトリエ・モビル|湯本貞子・阿部祥子	NOBUKO OGAWA + ATELIER MOBILE | SADAKO YUMOTO, SHOKO ABE
402	小川信子＋アトリエ・モビル	Nobuko ogawa + atelier mobile	小川信子＋アトリエ・モビル	NOBUKO OGAWA + ATELIER MOBILE
405	小川信子＋アトリエ・モビル|阿部幸正	Nobuko ogawa + atelier mobile | yukimasa abe	小川信子＋アトリエ・モビル|阿部幸正	NOBUKO OGAWA + ATELIER MOBILE | YUKIMASA ABE
406	小川信子＋アトリエ・モビル|赤井奈津子＋小笠原享	Nobuko ogawa + atelier mobile | natsuko akai + kyou ogasawara	小川信子＋アトリエ・モビル|赤井奈津子＋小笠原享	NOBUKO OGAWA + ATELIER MOBILE | NATSUKO AKAI + KYOU OGASAWARA
410	日本設計事務所大阪支社	Osaka branch office, nippon design office	日本設計事務所大阪支社	OSAKA BRANCH OFFICE, NIPPON DESIGN OFFICE
412	漆原美代子事務所	Miyoko urushihara office	漆原美代子事務所	MIYOKO URUSHIHARA OFFICE
413	小杉英男	Hideo kosugi	小杉英男	HIDEO KOSUGI
414	寺本文夫|寺本晰子	Fumio teramoto| luciko teramoto	寺本文夫|寺本晰子	FUMIO TERAMOTO| LUCIKO TERAMOTO
415	小川守之	Moriyuki ogawa	小川守之	MORIYUKI OGAWA
416	石田信男	Nobuo ishida	石田信男	NOBUO ISHIDA
417	SDA・スペースデザインアソシエート	Sda, space design associate	SDA・スペースデザインアソシエート	SDA, SPACE DESIGN ASSOCIATE
420	北島道生アトリエ	Michio kitajima atelier	北島道生アトリエ	MICHIO KITAJIMA ATELIER
421	吉島忠男	Tadao yoshijima	吉島忠男	TADAO YOSHIJIMA
422	高松伸	SHIN TAKAMATSU ARCHITECT & ASSOCIATES	高松伸	SHIN TAKAMATSU ARCHITECT & ASSOCIATES
424	山下司建築研究室	Tsukasa yamashita architects laboratory	山下司建築研究室	TSUKASA YAMASHITA ARCHITECTS LABORATORY
426	水谷頴介＋都市・計画・設計研究所	Mizutani keisuke + urban planning and design institute	水谷頴介＋都市・計画・設計研究所	MIZUTANI KEISUKE + URBAN PLANNING AND DESIGN INSTITUTE
429	阿部勤／アルテック建築研究所	Tsutomu Abe/Altec Architects & Engineers, Inc.	阿部勤／アルテック建築研究所	TSUTOMU ABE/ALTEC ARCHITECTS & ENGINEERS, INC.
430	長尾重武	Shigetake nagao	長尾重武	SHIGETAKE NAGAO
431	野田正治	Shoji noda	野田正治	SHOJI NODA
433	阿久井研究室	Akui laboratory	阿久井研究室	AKUI LABORATORY
435	神谷五男	ITSUO KAMIYA & ASSOCIATES	神谷五男	ITSUO KAMIYA & ASSOCIATES
436	北海道建築設計監理|教育施設研究所|共同企業体	Hokkaido architectural design & supervision | educational facilities research institute |joint venture	北海道建築設計監理|教育施設研究所|共同企業体	HOKKAIDO ARCHITECTURAL DESIGN & SUPERVISION | EDUCATIONAL FACILITIES RESEARCH INSTITUTE |JOINT VENTURE
437	太田実	Ota minoru	太田実	OTA MINORU
438	門設計研究所	Kadon design laboratory	門設計研究所	KADON DESIGN LABORATORY
442	出江寛建築事務所	KAN IZUE architect & associates	出江寛建築事務所	KAN IZUE ARCHITECT & ASSOCIATES
444	葉祥栄	SHOEI YOH	葉祥栄	SHOEI YOH
446	川崎清＋環境・建築研究所	Kawasaki seiju environmental & architectural research institute	川崎清＋環境・建築研究所	KAWASAKI SEIJU ENVIRONMENTAL & ARCHITECTURAL RESEARCH INSTITUTE
449	現代計画・三上設計共同企業体	Hyundai planning & mikami sekkei joint venture	現代計画・三上設計共同企業体	HYUNDAI PLANNING & MIKAMI SEKKEI JOINT VENTURE
455	TRIAD建築設計事務所	TRIAD Architects & Associates	TRIAD建築設計事務所	TRIAD ARCHITECTS & ASSOCIATES
457	三浦紀之建築工房	NORIYUKI MIURA ARCHITECTURE DESIGN OFFICE	三浦紀之建築工房	NORIYUKI MIURA ARCHITECTURE DESIGN OFFICE
461	界工作舎	court ladies' residence (in the inner Heian Palace)	界工作舎	COURT LADIES' RESIDENCE (IN THE INNER HEIAN PALACE)
466	宮本忠長建築設計事務所	TADANAGA MIYAMOTO ARCHITECT & ASSOCIATES	宮本忠長建築設計事務所	TADANAGA MIYAMOTO ARCHITECT & ASSOCIATES
467	現代計画研究所|柴建築設計事務所|設計共同企業体	Gendai planning institute | shiba architectural design office |design joint venture	現代計画研究所|柴建築設計事務所|設計共同企業体	GENDAI PLANNING INSTITUTE | SHIBA ARCHITECTURAL DESIGN OFFICE |DESIGN JOINT VENTURE
468	日本住宅公団関東支社|現代計画研究所	Japan housing corporation kanto branch| gendai planning institute	日本住宅公団関東支社|現代計画研究所	JAPAN HOUSING CORPORATION KANTO BRANCH| GENDAI PLANNING INSTITUTE
476	沖種郎＋設計連合	Taneiro oki + design coalition	沖種郎＋設計連合	TANEIRO OKI + DESIGN COALITION
481	後藤真理子	Mariko goto	後藤真理子	MARIKO GOTO
482	吉田研介	Kensuke yoshida	吉田研介	KENSUKE YOSHIDA
485	長島孝一	KOICHI NAGASHIMA+AUR	長島孝一	KOICHI NAGASHIMA+AUR
486	木村傳建築設計事務所	Den kimura architects & engineers	木村傳建築設計事務所	DEN KIMURA ARCHITECTS & ENGINEERS
487	遠藤楽建築創作所	Endo raku kenchiku sousakusho	遠藤楽建築創作所	ENDO RAKU KENCHIKU SOUSAKUSHO
490	水澤工務店	MIZUSAWA KOUMUTEN	水澤工務店	MIZUSAWA KOUMUTEN
491	波多江健郎建築研究室	Kenro hatae architectural laboratory	波多江健郎建築研究室	KENRO HATAE ARCHITECTURAL LABORATORY
492	畠山博茂	Hiroshige hatakeyama	畠山博茂	HIROSHIGE HATAKEYAMA
493	建築環境研究所	Institute for built environment	建築環境研究所	INSTITUTE FOR BUILT ENVIRONMENT
498	毛綱モン太建築工房	Monta metsuna architects & engineers, inc.	毛綱モン太建築工房	MONTA METSUNA ARCHITECTS & ENGINEERS, INC.
500	上遠野建築事務所	Kamitono architects office	上遠野建築事務所	KAMITONO ARCHITECTS OFFICE
501	団建築設計事務所	Dan architectural design office	団建築設計事務所	DAN ARCHITECTURAL DESIGN OFFICE
502	設計事務所ゲンプラン	Design firm genplan	設計事務所ゲンプラン	DESIGN FIRM GENPLAN
508	黒川雅之建築設計事務所	MASAYUKI KUROKAWA ARCHITECT & ASSOCIATES	黒川雅之建築設計事務所	MASAYUKI KUROKAWA ARCHITECT & ASSOCIATES
517	横山公男・連合設計社	Kimio yokoyama, rengo sekkeisha	横山公男・連合設計社	KIMIO YOKOYAMA, RENGO SEKKEISHA
519	U研究室	U laboratory	U研究室	U LABORATORY
523	吉沢都市・建築設計事務所	Yoshizawa urban & architectural design office	吉沢都市・建築設計事務所	YOSHIZAWA URBAN & ARCHITECTURAL DESIGN OFFICE
524	西村征一郎・建築環境研究所	Seiichiro nishimura, institute for built environment	西村征一郎・建築環境研究所	SEIICHIRO NISHIMURA, INSTITUTE FOR BUILT ENVIRONMENT
526	RIA建築綜合研究所	Ria architectural research institute	RIA建築綜合研究所	RIA ARCHITECTURAL RESEARCH INSTITUTE
527	斎藤裕建築研究室	Yutaka saito architectural laboratory	斎藤裕建築研究室	YUTAKA SAITO ARCHITECTURAL LABORATORY
529	郵政大臣官房建築部	Minister of posts and telecommunications building department	郵政大臣官房建築部	MINISTER OF POSTS AND TELECOMMUNICATIONS BUILDING DEPARTMENT
530	ALP設計室	Alp design office	ALP設計室	ALP DESIGN OFFICE
532	DEN住宅研究室	Den housing laboratory	DEN住宅研究室	DEN HOUSING LABORATORY
536	三村翰＋計画研究所DAN	Han mimura + planning institute dan	三村翰＋計画研究所DAN	HAN MIMURA + PLANNING INSTITUTE DAN
540	富永讓＋フオルムシステム研究所	YUZURU TOMINAGA+FORM SYSTEM INSTITUE	富永讓＋フオルムシステム研究所	YUZURU TOMINAGA+FORM SYSTEM INSTITUE
542	東京都都市防災本部|東京都住宅局|日建設計	Tokyo metropolitan government urban disaster prevention headquarters | tokyo metropolitan government housing bureau | nikken sekkei	東京都都市防災本部|東京都住宅局|日建設計	TOKYO METROPOLITAN GOVERNMENT URBAN DISASTER PREVENTION HEADQUARTERS | TOKYO METROPOLITAN GOVERNMENT HOUSING BUREAU | NIKKEN SEKKEI
543	内田繁|三橋いく代	Shigeru uchida |ikuyo mitsuhashi	内田繁|三橋いく代	SHIGERU UCHIDA |IKUYO MITSUHASHI
548	PALインターナショナル	Pal international	PALインターナショナル	PAL INTERNATIONAL
549	都住創プロジェクトチーム	Metropolitan housing creation project team	都住創プロジェクトチーム	METROPOLITAN HOUSING CREATION PROJECT TEAM
550	堀江武之＋アトリエRIX	Takeyuki horie + atelier rix	堀江武之＋アトリエRIX	TAKEYUKI HORIE + ATELIER RIX
555	建築研究室DAP	ARCHITECTURAL ATELIER DIG AND PILE	建築研究室DAP	ARCHITECTURAL ATELIER DIG AND PILE
556	友常仁二	Jinji tomotsune	友常仁二	JINJI TOMOTSUNE
559	難波俊作	Shunsaku namba	難波俊作	SHUNSAKU NAMBA
560	小宮山昭|ジェド建築設計研究所	Akira komiyama |jeddo architects & engineers, inc.	小宮山昭|ジェド建築設計研究所	AKIRA KOMIYAMA |JEDDO ARCHITECTS & ENGINEERS, INC.
561	石田設計事務所	Ishida design office	石田設計事務所	ISHIDA DESIGN OFFICE
562	園山高茂	Takashige sonoyama	園山高茂	TAKASHIGE SONOYAMA
563	神谷五男＋都市環境建築設計所	ITSUO KAMIYA & ASSOCIATES	神谷五男＋都市環境建築設計所	ITSUO KAMIYA & ASSOCIATES
565	早川邦彦＋建築計画工房	Kunihiko hayakawa + architectural planning studio	早川邦彦＋建築計画工房	KUNIHIKO HAYAKAWA + ARCHITECTURAL PLANNING STUDIO
566	清田育男	Ikuo kiyota	清田育男	IKUO KIYOTA
567	渡辺明次建築研究室	Akitsugu watanabe architectural laboratory	渡辺明次建築研究室	AKITSUGU WATANABE ARCHITECTURAL LABORATORY
568	三創建築都市設計	Sanso kenchiku toshi sekkei	三創建築都市設計	SANSO KENCHIKU TOSHI SEKKEI
569	大熊喜英	Yoshihide okuma	大熊喜英	YOSHIHIDE OKUMA
570	田中清	Kiyoshi tanaka	田中清	KIYOSHI TANAKA
571	野村加根夫	Kaneo nomura	野村加根夫	KANEO NOMURA
573	山本理顕設計工場	RIKEN YAMAMOTO & FIELD SHOP	山本理顕設計工場	RIKEN YAMAMOTO & FIELD SHOP
579	瀧光夫・三宅宣哉	Mitsuo taki, nobuya miyake	瀧光夫・三宅宣哉	MITSUO TAKI, NOBUYA MIYAKE
580	森義純建築設計室	YOSHINORI MORI + CORE ARCHITECTS & ASSOCIATES	森義純建築設計室	YOSHINORI MORI + CORE ARCHITECTS & ASSOCIATES
582	日本大学理工学部理工学研究所	Research Institute for Science and Engineering, College of Science and Technology, Nihon University	日本大学理工学部理工学研究所	RESEARCH INSTITUTE FOR SCIENCE AND ENGINEERING, COLLEGE OF SCIENCE AND TECHNOLOGY, NIHON UNIVERSITY
604	早川邦彦建築研究室	KUNIHIKO HAYAKAWA ARCHITECT & ASSOCIATES	早川邦彦建築研究室	KUNIHIKO HAYAKAWA ARCHITECT & ASSOCIATES
606	富永譲＋フォルム・システム研究所	Yuzuru tominaga + form systems research institute	富永譲＋フォルム・システム研究所	YUZURU TOMINAGA + FORM SYSTEMS RESEARCH INSTITUTE
615	椎名政夫建築設計事務所	OSAKI CAMPUS REDEVELOPMENT PROJECT, RISSHO UNIVERSITY	椎名政夫建築設計事務所	OSAKI CAMPUS REDEVELOPMENT PROJECT, RISSHO UNIVERSITY
617	電電公社関東電気通信局建築部	Building department, kanto telecommunications bureau, nippon telegraph and telephone public corporation	電電公社関東電気通信局建築部	BUILDING DEPARTMENT, KANTO TELECOMMUNICATIONS BUREAU, NIPPON TELEGRAPH AND TELEPHONE PUBLIC CORPORATION
618	電電公社建築局	Nippon telegraph and telephone public corporation building bureau	電電公社建築局	NIPPON TELEGRAPH AND TELEPHONE PUBLIC CORPORATION BUILDING BUREAU
619	井上武吉	SHIGERU BAN, ARCHITECT	井上武吉	SHIGERU BAN, ARCHITECT
624	石間工務店	Ishima corporation	石間工務店	ISHIMA CORPORATION
628	原広司＋アトリエ・ファイ建築研究所	Hiroshi hara + atelier φ	原広司＋アトリエ・ファイ建築研究所	HIROSHI HARA + ATELIER Φ
629	ESTEC	Estec	ESTEC	ESTEC
630	松本光生建築設計事務所	Mitsuo matsumoto architects & engineers	松本光生建築設計事務所	MITSUO MATSUMOTO ARCHITECTS & ENGINEERS
632	ASTM企業連合	Astm corporate alliance	ASTM企業連合	ASTM CORPORATE ALLIANCE
634	横川隆一	Ryuichi yokokawa	横川隆一	RYUICHI YOKOKAWA
635	大杉喜彦	Yoshihiko osugi	大杉喜彦	YOSHIHIKO OSUGI
637	北川原温|北川原環境建築設計事務所	Atsushi kitagawara | kitagawara environmental architects & engineers, inc.	北川原温|北川原環境建築設計事務所	ATSUSHI KITAGAWARA | KITAGAWARA ENVIRONMENTAL ARCHITECTS & ENGINEERS, INC.
